Date,T2M,T2M_MAX,T2M_MIN,RH2M,PRECTOTCORR,WS2M,ALLSKY_SFC_SW_DWN,CLRSKY_SFC_SW_DWN,PS,TQV,CLOUD_AMT,TOA_SW_DWN,City
8/20/2020,20.27,25,16.6,74.09,0.31,4.14,6.3499,6.6696,99.43,23.13,37.54,9.0427,London
8/21/2020,19.29,22.99,15.97,73.61,0.13,7.51,4.0162,6.2578,99.54,23.72,65.24,8.9705,London
8/22/2020,17.85,22.06,14.08,70.73,0.32,6,4.8302,6.2957,100.3,21.58,54.17,8.8973,London
8/23/2020,17.37,22.36,13.25,71.64,0.45,4.36,3.6684,6.1279,100.69,22.42,80.99,8.8238,London
8/24/2020,16.7,21.99,11.41,78.21,2.59,3.26,3.8268,6.1238,100.6,25.18,95.68,8.7494,London
8/25/2020,17.83,22.33,15.52,78.78,8.5,8.1,3.6257,5.951,99.31,27.05,84.63,8.675,London
8/26/2020,17.67,22.84,13.88,68.61,0.12,5.45,3.8856,6.1289,100.29,20.11,81.27,8.5999,London
8/27/2020,15.93,20.35,12.57,82.33,10.43,2.81,1.3358,5.6352,100.12,22.74,91.3,8.5238,London
8/28/2020,14.65,19.41,11.13,81.05,6.17,3.51,2.8675,5.742,99.23,22.17,93.01,8.4478,London
8/29/2020,13.27,17.35,10.98,79.61,5.7,6.1,3.4027,5.952,99.9,22.54,93.24,8.3707,London
8/30/2020,13.77,18.61,9.74,73.18,0.31,4.27,3.9967,5.9618,100.81,17.25,80.85,8.2934,London
8/31/2020,13.8,18.72,8.17,66.37,0,1.06,3.4366,5.5879,101.24,16.44,75.78,8.2154,London
9/1/2020,14.61,20.26,10.02,66.22,0,0.73,4.3169,5.5222,101.13,16.51,47.74,8.1372,London
9/2/2020,14.99,21.01,9.11,76.67,2.05,2.77,3.089,5.5027,100.98,24.92,89.47,8.0587,London
9/3/2020,17.92,22.07,13.4,85.57,2.49,5.07,1.8816,5.4041,100.69,36.63,95.94,7.9795,London
9/4/2020,15.44,20.68,11.47,77.19,0.29,3.14,3.2225,5.4185,101.17,25.05,88.63,7.8998,London
9/5/2020,13.67,18.95,9.26,75.04,0.08,2.92,4.1482,5.6201,101.19,17.13,41.34,7.8199,London
9/6/2020,14.08,19.76,7.77,76.03,0.15,1.75,3.5417,5.3426,101.18,20.08,75.12,7.7398,London
9/7/2020,14.68,19.32,10.27,82.76,0.36,2.77,2.9772,4.9394,101.39,31.79,80.96,7.6591,London
9/8/2020,19.06,25.34,13.47,83.08,0.18,2.83,3.9082,4.9932,101.49,34.61,58.96,7.578,London
9/9/2020,16.88,22.72,11.03,80.02,0.31,3.15,3.0552,5.1554,101.4,25.22,37.08,7.4969,London
9/10/2020,13.72,19.8,7.44,69.71,0,1.51,3.9425,5.0232,101.35,14.36,55.38,7.4155,London
9/11/2020,14.01,19.35,8.26,70.48,0,2.52,3.1066,4.4669,100.79,17.07,59.12,7.3337,London
9/12/2020,15.45,21.73,10.2,76.77,0.02,3.1,4.1225,4.9481,101.06,24.9,85.55,7.2521,London
9/13/2020,16.76,24.18,11.86,78.94,0.07,2.85,4.7813,4.8274,101.44,20.18,26.35,7.17,London
9/14/2020,17.76,26.71,10.14,75.95,0.06,1.67,4.8101,4.817,101.25,14.9,3.08,7.0879,London
9/15/2020,19.97,26.71,13.31,80.61,0.02,1.3,3.9713,4.4112,100.92,26.64,50.85,7.0054,London
9/16/2020,18.88,24.81,13.65,73.84,0.06,3.68,3.8894,4.1916,101.49,29.15,52,6.923,London
9/17/2020,14.81,20.59,11.06,73.53,0.01,4.18,4.5874,4.7143,101.91,14.37,18.39,6.8405,London
9/18/2020,15.02,20.22,11.26,72.36,0,4.64,4.6867,4.8257,101.34,10.18,40.12,6.7582,London
9/19/2020,16.58,22.19,12.14,74.06,0.07,4.97,3.899,4.3781,100.83,26.29,55.95,6.6756,London
9/20/2020,16.89,23.54,12.2,74.18,0.09,3.86,3.9509,4.2559,100.91,25.87,29.26,6.593,London
9/21/2020,16.84,24.02,9.86,72.69,0.09,1.23,4.0726,4.2089,100.8,20.48,27.2,6.5105,London
9/22/2020,17.54,23.64,12.32,75.94,0.19,2.99,3.4579,4.0886,100.02,26.17,40.48,6.4282,London
9/23/2020,15.06,19.28,9.42,83.79,3.29,4.01,1.6464,4.1818,99.16,23.25,89.13,6.3458,London
9/24/2020,10.91,15.05,7.4,79.83,11.68,4.06,3.0005,4.44,98.71,15.76,64.45,6.2638,London
9/25/2020,9.95,13.44,7.1,76.71,3.68,6.92,3.271,4.3474,99.24,14.08,50.58,6.1812,London
9/26/2020,9.15,13.28,5.08,75.28,0.37,6.48,3.4961,4.392,100.09,15,50.66,6.0991,London
9/27/2020,10.92,14.56,8.71,78.41,0.27,6.18,3.1865,4.1942,100.23,24.51,58.34,6.0173,London
9/28/2020,12.1,17.54,6.95,76.54,0.54,2.73,2.8034,3.935,100.4,23.8,84.99,5.9354,London
9/29/2020,13.64,18.15,9.68,86.57,1.85,1.61,2.5445,3.9845,100.57,19.38,74.4,5.8536,London
9/30/2020,13.57,17.91,8.94,90.51,15.36,4.35,1.1928,3.7349,99.81,23.6,88.96,5.772,London
10/1/2020,11.69,15.19,8.77,81.4,3.06,2.79,3.0161,4.0502,98.79,17,74.79,5.6909,London
10/2/2020,11.95,12.99,10.25,91.95,31.06,5.21,0.8309,3.6986,97.96,24.5,99.58,5.6098,London
10/3/2020,12.85,15.73,9.4,90.44,17.77,3.08,0.9379,3.1745,97.68,25.8,99.3,5.5291,London
10/4/2020,8.97,10.47,7.33,90.91,16.91,5.05,1.1947,3.3972,97.41,19.35,82.02,5.4482,London
10/5/2020,11.45,16.36,8.13,89.73,2.45,4.32,2.4199,3.5038,98.59,20.27,81.29,5.3681,London
10/6/2020,12.34,15.82,9.68,87.46,5.49,5.04,2.2802,3.625,98.91,19.39,60.57,5.2882,London
10/7/2020,11.32,15.41,7.68,84.4,4.56,4.04,2.9338,3.5405,100.32,19.34,68.09,5.2087,London
10/8/2020,13.92,17.82,8.67,88.67,3.89,4.83,1.9123,3.3106,100.26,23.21,78.89,5.1295,London
10/9/2020,9.36,14.4,5.31,87.01,1.44,2.94,2.0441,3.3931,100.94,15,36.78,5.051,London
10/10/2020,8.26,13,3.91,88.72,1.64,4.15,1.8946,3.3864,101.3,14.92,64.9,4.973,London
10/11/2020,8.56,13.52,5.09,87.8,0.3,2.9,2.3436,3.3108,101.56,13.77,61.62,4.8955,London
10/12/2020,8.63,12.48,4.74,91.61,4.7,2.17,1.3102,3.1049,100.96,18.65,92.29,4.8185,London
10/13/2020,8.61,11.45,6.2,90.4,3.98,3.63,1.812,3.1193,100.17,15.84,76.61,4.7419,London
10/14/2020,9.91,13.48,7.4,85.44,1.37,4.18,1.8451,2.9681,101.14,14.65,85.43,4.6658,London
10/15/2020,9.1,13.01,6.89,84.2,0.4,3.95,2.0182,3.0979,101.49,12.87,63.2,4.5905,London
10/16/2020,8.69,13.44,4.94,85.77,0.16,2.26,1.6301,2.766,101.5,13.88,82.63,4.5156,London
10/17/2020,9.3,12.63,7.14,89.13,0.52,1.61,1.7122,3.0314,101.34,13.53,69.79,4.4414,London
10/18/2020,8.79,13.54,5.4,84.9,0.23,1.05,1.4412,2.9119,101.41,12.1,79.43,4.3678,London
10/19/2020,9.95,14.59,5.32,81.22,0,3.58,1.8756,2.5495,100.57,17.61,98.86,4.2946,London
10/20/2020,13.98,16.91,10.19,91.32,1.98,4.76,1.4292,2.7389,99.31,21.77,97.47,4.2228,London
10/21/2020,13.71,16.6,12.4,95.05,20.58,4.31,0.6737,2.5949,98.77,27.76,89.3,4.1515,London
10/22/2020,11.81,15.88,7.46,88.84,0.1,3.81,2.0813,2.7295,99.92,17.54,31.25,4.081,London
10/23/2020,11.09,15.8,6.83,91.55,0.99,3.36,1.3894,2.6052,99.95,17.89,66.24,4.0111,London
10/24/2020,12.15,15.22,6.52,92.77,11.73,6.16,0.8825,2.4437,99.27,22.58,97.49,3.942,London
10/25/2020,9.93,12.45,8.57,89.51,2.64,3.95,2.1113,2.6285,98.77,15.13,35.69,3.8736,London
10/26/2020,8.82,13.11,6.49,90.3,0.9,3.86,1.847,2.5222,98.89,13.97,26.35,3.8062,London
10/27/2020,8.99,13.35,6.6,93.87,3.89,4.5,0.9442,2.3592,98.95,16.24,56.47,3.7394,London
10/28/2020,9.01,11.74,6.68,90.94,2.75,5.01,1.4501,2.4156,99.38,14.41,64.41,3.6737,London
10/29/2020,10.78,13.86,6.69,94.71,4.52,5.25,0.4325,2.2075,100.31,22.73,96.76,3.6089,London
10/30/2020,13.95,16.21,12.78,93.08,2.17,5.61,0.7174,2.2447,100.7,28.65,96.24,3.545,London
10/31/2020,11.77,14.63,8.56,89.38,4.98,5.53,0.7831,2.1588,100.28,17.87,86.79,3.4822,London
11/1/2020,13.73,15.98,8.87,90.44,3.28,7.02,0.8647,2.0537,99.4,30.45,94.48,3.42,London
11/2/2020,12.67,15.84,6.12,82.15,1.1,7.55,1.6939,2.2159,99.65,17.37,44.68,3.3588,London
11/3/2020,7.18,10.59,3.13,87.31,2.89,4.1,1.6078,2.185,100.95,10.97,51.09,3.2988,London
11/4/2020,5.41,11.22,1.99,88.4,0.03,1.41,2.1641,2.1746,102.4,9.8,2.49,3.2395,London
11/5/2020,5.47,10.6,2.67,89.53,0.11,0.93,1.7014,2.0909,102.91,14.5,33.15,3.1812,London
11/6/2020,5.52,10.52,2.12,89.94,0.09,2.45,1.6723,2.1002,102,9.55,44.8,3.1238,London
11/7/2020,8.34,14.12,3.3,96.5,0.21,1.85,1.5238,1.7515,101.12,20.9,72.02,3.0682,London
11/8/2020,10.89,14.93,7.83,97.29,1.32,1.62,0.6756,1.3752,100.92,27.41,98.12,3.0132,London
11/9/2020,11.42,14.56,9.25,98.23,3.29,1.88,0.7966,1.735,101.03,24.34,97.46,2.9594,London
11/10/2020,10.27,14.44,7.02,95.94,0.75,1.67,1.2372,1.8178,101.4,20.67,65.63,2.9071,London
11/11/2020,9.94,12.22,6.77,96.12,5.02,4.03,0.6334,1.6634,100.84,18.37,96.63,2.8558,London
11/12/2020,9.69,12.49,6.85,86.43,1.59,4.35,1.4364,1.7981,100.42,14.73,64.08,2.8056,London
11/13/2020,10,12.48,6.61,88.57,1.98,3.59,1.3306,1.7767,100.29,14.98,92.42,2.7564,London
11/14/2020,12.05,13.95,6.39,93.19,6.16,5.74,0.2066,1.5307,99.83,23.51,90.83,2.7082,London
11/15/2020,10.76,13.63,7.16,88.28,13.21,6.44,1.4141,1.7304,98.75,16.93,61.14,2.6611,London
11/16/2020,9.23,11.15,7,91.8,0.98,5.04,0.7814,1.6104,100.3,18.95,87.69,2.6153,London
11/17/2020,11.7,13.76,10.81,93.82,0.44,4.94,0.8393,1.5761,101.12,19.62,76.9,2.5706,London
11/18/2020,10.84,13.34,6.65,90.91,0.68,5.34,0.647,1.5046,100.74,18.66,60.53,2.5277,London
11/19/2020,6.12,8.78,1.22,87.36,0.79,4.35,0.9204,1.5874,101.63,10.5,62.68,2.4857,London
11/20/2020,5.43,9.1,1.1,94.83,1.53,3.15,0.6938,1.4794,102.34,17.41,90.92,2.4449,London
11/21/2020,9.9,11.27,9.08,92.61,0.28,4.76,0.6857,1.5132,101.71,17.55,93.31,2.4053,London
11/22/2020,6.91,10.29,1.99,94.32,0.22,1.79,1.0968,1.4666,101.71,14.69,55.29,2.3666,London
11/23/2020,5.77,9.63,1.72,95.2,0.13,2.16,0.8753,1.4705,101.75,12.08,76.26,2.3297,London
11/24/2020,9.24,11.55,7.98,91.72,0.16,3.85,0.8573,1.2583,100.78,15.86,87.33,2.2939,London
11/25/2020,9.25,12.5,5.76,96.01,0.69,2.88,0.6415,1.3234,100.41,20.31,64.24,2.2594,London
11/26/2020,4.99,8.58,3.16,94.2,0.28,1.69,1.0807,1.4155,101.15,14.75,42.64,2.2258,London
11/27/2020,4.48,6.58,1.84,97.01,0.63,2.37,0.7438,1.3658,100.95,11.67,70.42,2.1936,London
11/28/2020,7.13,10.63,5.08,97.39,0.09,2.22,0.7229,1.1714,100.94,18.29,89.71,2.1626,London
11/29/2020,6.16,8.12,4.78,97.09,0.29,1.26,0.5093,1.2708,101.66,15.7,95.05,2.1331,London
11/30/2020,5.92,8.2,4.23,96.56,1.31,3.61,0.323,1.2358,101.44,16.85,91.84,2.1053,London
12/1/2020,3.38,6.34,1.91,94.51,0.08,3.81,1.2041,1.3205,101.55,9.19,68.82,2.0789,London
12/2/2020,3.3,5.28,1.63,95.27,0.53,2.08,0.427,1.219,100.78,12.83,98.74,2.0537,London
12/3/2020,4.47,6.28,2.14,97.27,13.34,2.83,0.252,1.218,97.96,13.71,96.54,2.0297,London
12/4/2020,2.75,4.39,1.01,94.66,10.6,3.9,0.4337,1.1791,96.84,9.97,99.58,2.0071,London
12/5/2020,2.95,5.7,1.05,91.15,0.92,2.91,0.9564,1.169,98.27,8.95,67.41,1.9855,London
12/6/2020,2.03,5.29,0.71,96.34,1.29,2.19,0.647,1.2077,99.2,10.69,86.69,1.9651,London
12/7/2020,0.2,1.78,-1.39,96.99,1.22,1.14,0.5297,1.2281,98.95,9.92,93.52,1.9459,London
12/8/2020,0.93,2.55,-0.96,97.5,1.81,1.28,0.8174,1.0934,99.43,10.63,83.73,1.9282,London
12/9/2020,3.53,5.58,2.45,96.31,4.28,2.6,0.6708,1.1666,99.62,12.71,88.94,1.9121,London
12/10/2020,5.03,7,2.56,94.02,1.36,3.51,0.4258,1.0781,99.02,14.73,94.73,1.8972,London
12/11/2020,7.47,9.71,5.85,98.04,7.74,1.96,0.6103,1.087,97.81,17.01,84.02,1.8833,London
12/12/2020,5.96,8.02,2.68,96.77,0.49,3.15,0.7834,1.1059,98.97,14.27,60.45,1.871,London
12/13/2020,6.83,11.19,2.91,96.54,4.67,4.47,0.1613,1.0236,99.31,17.69,93.22,1.8602,London
12/14/2020,9.86,11.7,7.27,93.91,6.48,4.77,0.7063,1.1275,99.05,16.52,74.09,1.8504,London
12/15/2020,7.37,9.84,5.6,96.51,0.24,3.23,0.9029,1.1222,99.7,13.17,40.57,1.8422,London
12/16/2020,7.81,9.39,6.57,95.09,3.69,4.52,0.3703,1.0075,99.84,16.09,92.15,1.8353,London
12/17/2020,7.68,10.06,5.58,96.24,0.14,3.82,1.0277,1.1431,100.48,13.79,48.31,1.8295,London
12/18/2020,9.84,10.39,9.09,92.46,1.44,6.42,0.1877,1.0327,100.15,19.82,97.05,1.8252,London
12/19/2020,9.33,11.28,7.45,93.09,5.28,5.42,0.7534,1.1215,99.63,15.42,61.94,1.8223,London
12/20/2020,6.96,9.26,5.15,95.63,1.29,3.72,0.8669,1.1136,100.33,11.81,57.08,1.8206,London
12/21/2020,10.24,12.86,6.03,95.67,13.11,5.77,0.4145,1.0296,99.7,22.82,98.64,1.8204,London
12/22/2020,10.16,12.19,9.37,97.1,2.93,2.61,0.3202,1.0344,100.1,20.19,88.93,1.8216,London
12/23/2020,9.67,12.51,5.57,96.36,13.05,2.87,0.4027,0.9458,99.54,18.41,86.96,1.824,London
12/24/2020,3.25,5.54,0.45,90.93,0.78,5.84,1.0174,1.1162,101.08,9.66,36.02,1.8276,London
12/25/2020,-0.4,2.95,-2.17,94.46,0.12,3.38,1.0306,1.1498,102.05,8.33,54.51,1.8326,London
12/26/2020,5.38,8.69,0.54,95.82,1.53,5.96,0.6214,1.0891,100.57,12.15,76.49,1.8389,London
12/27/2020,5.6,8.81,2.27,91.9,13.77,5.47,1.0855,1.1897,96.78,11.62,63.32,1.8466,London
12/28/2020,1.99,3.47,1.16,96.38,0.93,2.25,0.3379,1.1023,96.53,7.37,87.93,1.8557,London
12/29/2020,0.84,2.51,-0.69,96.78,0.21,2.16,0.535,1.1659,98.08,8.95,81.52,1.8665,London
12/30/2020,1.6,4.09,0.35,96.66,0.19,2.07,0.8177,1.1621,99.31,8.94,82.08,1.8782,London
12/31/2020,-0.18,1.96,-2.2,96.6,0.48,1.97,0.749,1.1918,99.61,7.18,67.75,1.8914,London
1/1/2021,0.68,2.84,-1.77,97.35,1.49,1.88,0.4896,1.0834,100.22,9.88,90.47,1.9058,London
1/2/2021,1.18,3.5,-0.44,95.99,0.24,2.52,0.8666,1.207,100.64,9.49,75.37,1.9219,London
1/3/2021,1.93,4.41,-0.22,95.67,0.69,3.15,0.6907,1.2007,100.8,9.52,95.14,1.939,London
1/4/2021,2.32,4.58,0.25,95.22,1.99,4.86,0.5983,1.1546,101,10.19,91,1.9572,London
1/5/2021,1.69,3.9,-0.2,96.13,2.47,4.54,0.7123,1.1342,101.06,9.99,89.98,1.9771,London
1/6/2021,2.05,4.8,-0.44,96.12,2.5,3.02,0.7442,1.2372,101,9.89,70.16,1.9982,London
1/7/2021,-1.19,1.76,-3.09,96.42,0.11,2.52,0.7886,1.2994,100.88,6.67,84.52,2.0208,London
1/8/2021,-0.95,2.27,-2.96,96.67,0.16,1.17,0.4882,1.2494,100.93,8.18,95.33,2.0446,London
1/9/2021,-0.38,2.61,-2.7,97.62,0.22,1.42,0.8513,1.3651,101.67,7.78,84.08,2.07,London
1/10/2021,-0.32,2.69,-2.44,98.07,0.2,2.25,0.6691,1.3414,101.63,12.15,95.16,2.0964,London
1/11/2021,4.79,7.65,1.5,96.17,1.64,5,0.6336,1.3738,100.79,13.16,96.8,2.1245,London
1/12/2021,4.22,8.59,-2.42,92.12,4.18,3.58,0.679,1.3524,100.42,11.2,97.97,2.1538,London
1/13/2021,3.36,6.71,-1.97,98.7,6.04,1.74,0.617,1.3044,100.83,17.83,90.69,2.1845,London
1/14/2021,3.34,6.04,-0.56,97.93,18.41,2.76,0.5731,1.3109,100.71,17.92,91.6,2.2164,London
1/15/2021,0.23,3.86,-1.82,89.5,0.05,1.66,0.8198,1.4618,101.99,7.79,90.68,2.2498,London
1/16/2021,2.56,5.77,0.55,94.91,10.21,4.06,0.9038,1.4434,101.03,13.12,92.35,2.2843,London
1/17/2021,3.31,5.92,2.01,94.67,0.05,3.38,1.1328,1.536,101.37,10.13,70.69,2.3203,London
1/18/2021,4.2,7.36,1.74,96.37,1.4,4.15,0.7027,1.511,101.12,13.48,87.13,2.3578,London
1/19/2021,9.48,10.26,7.68,93.68,8.23,7.49,0.4577,1.4386,99.42,19.06,99.38,2.3964,London
1/20/2021,9.09,9.73,8.49,93.48,5.15,8.3,0.7315,1.5202,97.83,19.49,93.31,2.4362,London
1/21/2021,4.38,7.32,1.31,90.88,0.92,5.54,1.0963,1.627,97.57,9.58,57.29,2.4775,London
1/22/2021,2.41,6.46,0.1,93.33,0.63,2.8,1.6039,1.6901,98.28,7.79,29.74,2.52,London
1/23/2021,0.58,3.81,-2.44,94.63,0.26,2.27,1.2427,1.7302,98.59,6.44,52.92,2.5639,London
1/24/2021,-0.39,1.67,-2.37,97.24,3.51,2.3,0.5698,1.6397,98.74,7.52,88.44,2.609,London
1/25/2021,-0.66,3.97,-3.59,95.39,0.06,3.62,1.7213,1.8276,100,6.15,32.87,2.6554,London
1/26/2021,1.43,4.78,-3.03,96.01,2.75,3.18,0.5093,1.6848,100.62,11.76,94.57,2.7029,London
1/27/2021,5.95,8.21,4.46,98.12,8.68,1.86,0.69,1.7458,100.16,17.94,99.84,2.7518,London
1/28/2021,9.44,12,6.44,95.46,15.1,4.27,1.1179,1.7107,99.18,18.92,88.6,2.8018,London
1/29/2021,7.64,10.09,5.94,93.79,1.5,4.54,1.3404,1.825,98.87,12.86,82.23,2.8529,London
1/30/2021,3.42,5.89,0.81,92.98,10.66,5.13,0.5165,1.8233,98.89,14.87,89.87,2.9052,London
1/31/2021,1.35,2.99,-1.38,88.46,1.12,3.65,0.7814,1.8228,98.82,10.14,86.29,2.9587,London
2/1/2021,2.96,5.27,1.47,91.82,0.78,2,0.5875,1.919,98.74,13.69,93.2,3.0137,London
2/2/2021,8.42,11.82,3.45,94.85,6.42,4.65,1.0894,1.7333,98.55,16.4,71.78,3.0694,London
2/3/2021,6.66,8.89,3.88,95.22,4.73,3.15,1.0006,2.0654,98.75,13.21,75.85,3.1265,London
2/4/2021,6.34,9.14,3.41,97.07,4.28,2.78,0.6005,1.987,99.93,13.81,74.32,3.1848,London
2/5/2021,6.05,9.51,3.37,94.75,0.96,1.98,1.3999,2.1425,99.93,11.26,61.45,3.2441,London
2/6/2021,4.88,7.09,2.05,95.07,8.78,2.3,1.4446,2.0062,99.72,11.55,72.05,3.3043,London
2/7/2021,-0.43,1.14,-2.4,84.15,3.2,6.96,1.2679,2.2442,99.44,9.78,82.36,3.366,London
2/8/2021,-1.91,-0.49,-2.66,85.59,0.6,5.43,0.9888,2.2673,99.38,7.85,87.46,3.4284,London
2/9/2021,-1.41,0.46,-2.82,84.41,0.41,4.7,1.2422,2.3575,99.73,6.14,91.28,3.492,London
2/10/2021,-1.55,1.24,-3.89,84.72,0.3,3.61,1.6634,2.4286,100.62,5.08,50.79,3.5568,London
2/11/2021,-2.06,0.16,-3.44,83.83,0.08,3.63,1.4796,2.5008,101.72,4.94,78.31,3.6226,London
2/12/2021,-2.37,0.11,-3.83,78,0,5.03,1.8972,2.5054,102.07,5.32,71.42,3.6893,London
2/13/2021,-2.63,-0.83,-4.99,73.13,0,5.11,1.6243,2.4413,102.3,6.77,88.47,3.7567,London
2/14/2021,0.9,2.68,-1.09,77.09,1.65,6,0.6686,2.3112,101.66,16.35,98.28,3.8254,London
2/15/2021,5.98,10.28,3.11,97.28,5.37,3.89,1.4554,2.5442,100.91,16.05,97.95,3.895,London
2/16/2021,7.02,8.27,6.18,96.88,3.5,4.47,0.9029,2.4763,100.1,16.16,83.97,3.9655,London
2/17/2021,8.66,10.05,6.54,93.19,2.22,6.34,1.1894,2.5956,100.07,17.24,96.64,4.0368,London
2/18/2021,6.33,9.18,2.58,91.25,1.43,5.29,1.6759,2.7305,99.47,11.95,64.11,4.1088,London
2/19/2021,7.09,9.79,2.56,93.57,0.2,5.57,0.7258,2.6318,99.87,18.63,98.27,4.1818,London
2/20/2021,9.93,12.51,7.54,87.65,0.1,5.82,1.5401,2.4797,99.41,19.69,97.58,4.2557,London
2/21/2021,10.01,13.65,7.55,91.36,0.43,2.52,1.307,2.7881,99.95,20.01,97.47,4.3301,London
2/22/2021,8.25,11.39,4.11,95.48,0.46,2.05,1.2166,2.819,100.57,17.72,82.17,4.4054,London
2/23/2021,8.7,11.67,3.91,86.81,0.05,5.77,2.3494,3.0607,101.39,12.37,82.32,4.481,London
2/24/2021,10.27,12.71,8.73,86.05,0.03,5.31,1.7498,2.9568,101.36,17.71,97.5,4.5576,London
2/25/2021,8.3,11.37,3.07,88.5,0.48,2.63,1.7909,3.2477,101.76,14.98,69.73,4.6349,London
2/26/2021,4.74,10.65,-0.16,83.83,0,1.62,3.3679,3.3914,102.76,8.79,2.07,4.7131,London
2/27/2021,4.5,11.14,-0.36,89.52,0.01,1.66,3.3439,3.3974,103.12,11.86,2.75,4.7916,London
2/28/2021,5.12,10.3,1.98,91.31,0.13,3.06,3.0235,3.253,102.74,11.52,9.38,4.8708,London
3/1/2021,4.92,8.8,2.46,92.16,0.23,3.52,2.5262,3.3989,102.27,7.66,57.7,4.9502,London
3/2/2021,4.64,9.86,2.45,93.46,0.19,2.12,1.5698,3.1757,102.06,8.54,86.08,5.0304,London
3/3/2021,5.18,9.83,1.98,96.29,3.82,1.36,1.3798,2.9021,101.81,16.96,94.08,5.1108,London
3/4/2021,4.15,6.72,0.62,91.18,3.1,2.91,0.8654,3.2837,101.52,12.71,97.05,5.1922,London
3/5/2021,2.56,6.8,-1.21,80.78,0.06,3.5,1.8514,3.9012,102.19,5.92,74.24,5.2735,London
3/6/2021,1.62,6.91,-1.98,83.21,0.02,1.94,2.2162,3.7366,102.41,5.77,63.72,5.3556,London
3/7/2021,1.65,6.22,-1.97,77.94,0.01,1.3,2.7053,3.5412,101.79,5.86,54.87,5.4382,London
3/8/2021,2.63,7.3,-1.61,88.1,0.11,1.32,2.5447,3.713,101.43,11.85,74.68,5.521,London
3/9/2021,4.9,11.34,-0.59,86.27,0,2.97,3.7994,3.9425,101.04,10.31,46.35,5.604,London
3/10/2021,6.57,10.62,4.27,94.09,11.25,7.3,1.3318,3.7531,99.75,20.93,99.41,5.6878,London
3/11/2021,7.96,10.53,3.58,83.24,2.16,8.37,2.9736,4.2012,98.7,11.78,57.6,5.7715,London
3/12/2021,6.07,9.07,3.21,88.07,2.93,6.25,2.7732,4.1786,99.21,11.28,87.89,5.8555,London
3/13/2021,5.72,8.94,2.65,83.03,2.68,7.34,3.0732,4.3692,98.64,10.15,63.89,5.9395,London
3/14/2021,6.46,9.38,3.11,87.72,2.05,5.64,2.2339,4.206,100.29,12.28,77.8,6.0242,London
3/15/2021,7.63,10.89,4.1,86.06,0.96,3.68,2.526,4.0387,101.08,12.87,92.2,6.109,London
3/16/2021,7.75,12.56,3.41,91.73,1.13,3.75,2.2423,4.1981,101.76,16.06,76.97,6.1939,London
3/17/2021,5.65,9.38,3.09,87.95,0.58,3.38,2.2486,4.4117,102.29,10.11,59.8,6.2789,London
3/18/2021,6.06,8.24,3.31,90.93,3.03,3.65,2.1401,4.0742,101.84,18.3,93.49,6.3643,London
3/19/2021,5.94,10.33,1.14,83.06,0.22,3.37,2.9086,4.4638,101.85,13.14,48.88,6.4495,London
3/20/2021,6.18,10.89,0.86,88.1,0.13,2.04,1.5811,3.9377,102.14,11.81,88.68,6.5347,London
3/21/2021,7.71,11.72,4.31,82.72,0.15,2.73,2.7746,4.6553,101.88,11.3,92.38,6.6199,London
3/22/2021,6.12,12.15,0.8,86.22,0.01,1.62,3.7452,4.6157,101.68,9.86,63.87,6.7054,London
3/23/2021,5.98,12,1.52,88.22,0.04,2.84,2.869,4.7206,101.47,9.53,64.72,6.7906,London
3/24/2021,7.21,11.24,3.48,90.73,0.35,2.97,2.9316,4.7417,101.14,12.82,75.05,6.8758,London
3/25/2021,7.32,12.64,1.1,89.19,0.85,4.08,2.6938,4.8576,100.88,12.33,56.92,6.9607,London
3/26/2021,7.72,10.79,4.04,89.82,4.19,5.75,2.3064,4.9423,100.16,13.31,75.75,7.0454,London
3/27/2021,6.49,10.3,2.58,81.36,0.42,4.98,3.3684,5.04,101.1,10.31,65.28,7.1302,London
3/28/2021,8.55,11.21,6.56,89.58,0.06,6.06,1.9174,4.7678,101.34,17.63,99.24,7.2149,London
3/29/2021,9.98,16.7,4.24,86.68,0.02,4.14,4.2319,5.2099,101.75,10.65,46.19,7.2991,London
3/30/2021,11.5,20.14,3.94,70.77,0,1.57,4.915,5.2766,101.83,6.77,31.27,7.3831,London
3/31/2021,13.03,20.44,6.46,77.59,0,1.71,2.9054,4.5847,101.14,17.64,88.62,7.4666,London
4/1/2021,8.71,12.83,3.42,84.59,0.02,4.16,2.9095,3.5686,101.54,19.45,77.53,7.5504,London
4/2/2021,5.81,10.75,2.24,78.78,0.06,4.15,4.3505,5.5788,102.04,7.8,51.43,7.6332,London
4/3/2021,5.76,10.72,0.59,78.05,0.02,3.72,2.7838,5.6297,102.21,8.52,60.06,7.7162,London
4/4/2021,6.24,13.36,-0.77,83.56,0.01,2.26,5.6196,5.7151,101.57,8.28,24.53,7.7988,London
4/5/2021,4.33,6.23,-0.58,69.35,0.05,4.8,4.493,6.0377,100.9,7.98,56.79,7.8811,London
4/6/2021,1.42,5.8,-2.1,75.54,0.09,3.91,4.2691,6.0629,101.07,5.7,47.37,7.963,London
4/7/2021,1.9,6.85,-3.27,75.74,0.02,3.19,2.8577,6.1265,101.4,6.74,70.68,8.0443,London
4/8/2021,5.43,11.04,-1.59,80.81,0.11,3.59,3.378,5.5944,101.19,12.2,83.15,8.1254,London
